player,innings,runs,balls,fours,sixes,dismissals,average,strike_rate,boundary_rate,balls_bowled,runs_conceded,wickets,overs,economy,bowling_avg,bowling_strike_rate,batting_strength,bowling_strength,overall_strength
C Nanda,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,48.0,58.0,2.0,8.0,7.25,29.0,24.0,0.2,-1.1666666666666665,-0.9666666666666666
C Sakariya,20,20.0,31.0,3.0,0.0,6.0,3.3333333333333335,64.51612903225806,0.0967741935483871,449.0,649.0,20.0,74.5,8.67260579064588,32.45,22.45,24.023655913978494,7.407126948775055,31.43078286275355
C de Grandhomme,25,303.0,225.0,18.0,18.0,16.0,18.9375,134.66666666666666,0.16,218.0,323.0,7.0,36.2,8.889908256880734,46.142857142857146,31.142857142857142,52.075,0.8394495412844039,52.914449541284405
CA Ingram,15,205.0,180.0,22.0,5.0,12.0,17.083333333333332,113.88888888888889,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.3,0.2,44.5
CA Lynn,42,1329.0,945.0,132.0,66.0,39.0,34.07692307692308,140.63492063492063,0.20952380952380953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.31172161172161,0.2,60.51172161172161
CA Pujara,22,390.0,391.0,50.0,4.0,19.0,20.526315789473685,99.74424552429667,0.13810741687979539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.19594831067438,0.2,41.395948310674385
CH Gayle,141,4997.0,3346.0,408.0,359.0,126.0,39.65873015873016,149.34249850567844,0.22922893006575015,557.0,755.0,19.0,92.5,8.132854578096948,39.73684210526316,29.31578947368421,66.75082021651059,7.066965888689408,73.8177861052
CH Morris,81,618.0,398.0,41.0,35.0,28.0,22.071428571428573,155.27638190954775,0.19095477386934673,1731.0,2377.0,107.0,288.3,8.239168110918545,22.214953271028037,16.177570093457945,64.5305814788227,51.04061236279607,115.57119384161876
CJ Anderson,30,538.0,423.0,40.0,31.0,22.0,24.454545454545453,127.18676122931443,0.16784869976359337,297.0,525.0,14.0,49.3,10.606060606060606,37.5,21.214285714285715,52.09482054588437,3.8276094276094277,55.92242997349379
CJ Dala,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,34.0,0.0,3.0,11.333333333333334,34.0,18.0,0.1,-3.388888888888889,-3.2888888888888888
CJ Ferguson,8,98.0,117.0,9.0,0.0,6.0,16.333333333333332,83.76068376068376,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.400000000000006,0.2,33.60000000000001
CJ Green,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,24.0,0.0,2.5,8.470588235294118,24.0,17.0,0.1,-2.5294117647058822,-2.429411764705882
CJ Jordan,34,81.0,77.0,3.0,3.0,10.0,8.1,105.1948051948052,0.07792207792207792,679.0,1111.0,36.0,113.1,9.817378497790868,30.86111111111111,18.86111111111111,38.75688311688312,15.06539027982327,53.822273396706386
CJ McKay,2,8.0,15.0,0.0,0.0,1.0,8.0,53.333333333333336,0.0,42.0,60.0,1.0,7.0,8.571428571428571,60.0,42.0,19.3,-2.0666666666666664,17.233333333333334
CK Kapugedera,4,16.0,23.0,0.0,0.0,3.0,5.333333333333333,69.56521739130434,0.0,17.0,49.0,0.0,2.5,17.294117647058822,49.0,17.0,23.102898550724635,-5.1764705882352935,17.926427962489342
CK Langeveldt,7,8.0,9.0,0.0,1.0,2.0,4.0,88.88888888888889,0.1111111111111111,157.0,199.0,13.0,26.1,7.6050955414012735,15.307692307692308,12.076923076923077,30.988888888888887,4.235031847133759,35.22392073602265
CL White,45,971.0,760.0,76.0,38.0,36.0,26.97222222222222,127.76315789473684,0.15,42.0,86.0,1.0,7.0,12.285714285714286,86.0,42.0,53.01783625730994,-3.180952380952381,49.836883876357554
CM Gautam,13,169.0,150.0,17.0,6.0,10.0,16.9,112.66666666666667,0.15333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.92666666666666,0.2,44.126666666666665
CR Brathwaite,16,181.0,111.0,10.0,16.0,13.0,13.923076923076923,163.06306306306305,0.23423423423423423,257.0,384.0,16.0,42.5,8.964980544747082,24.0,16.0625,59.47283437283436,5.32295719844358,64.79579157127795
CR Woakes,21,78.0,77.0,7.0,2.0,6.0,13.0,101.2987012987013,0.11688311688311688,441.0,674.0,31.0,73.3,9.170068027210885,21.741935483870968,14.225806451612904,39.42727272727273,12.763038548752835,52.19031127602557
CRD Fernando,10,4.0,3.0,0.0,0.0,0.0,4.0,133.33333333333334,0.0,238.0,306.0,19.0,39.4,7.714285714285714,16.105263157894736,12.526315789473685,42.6,7.201680672268908,49.80168067226891
CV Varun,83,26.0,47.0,2.0,0.0,4.0,6.5,55.319148936170215,0.0425531914893617,1896.0,2432.0,102.0,316.0,7.69620253164557,23.84313725490196,18.58823529411765,27.9468085106383,48.70189873417722,76.64870724481551
D Brevis,16,455.0,297.0,30.0,33.0,16.0,28.4375,153.1986531986532,0.21212121212121213,3.0,8.0,1.0,0.3,16.0,8.0,3.0,61.5770202020202,-4.233333333333333,57.343686868686866
D Ferreira,3,9.0,14.0,0.0,0.0,3.0,3.0,64.28571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.485714285714288,0.2,20.685714285714287
D Jansen,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,53.0,1.0,4.0,13.25,53.0,24.0,0.1,-3.4666666666666663,-3.3666666666666663
D Kalyankrishna,3,3.0,8.0,0.0,0.0,1.0,3.0,37.5,0.0,48.0,88.0,2.0,8.0,11.0,44.0,24.0,12.649999999999999,-2.2916666666666665,10.358333333333333
D Padikkal,74,1806.0,1430.0,192.0,56.0,71.0,25.43661971830986,126.2937062937063,0.17342657342657342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.83129124396729,0.2,52.031291243967296
D Pretorius,7,44.0,28.0,3.0,3.0,4.0,11.0,157.14285714285714,0.21428571428571427,150.0,242.0,7.0,25.0,9.68,34.57142857142857,21.428571428571427,56.12857142857142,0.6053333333333334,56.73390476190475
D Salunkhe,5,33.0,24.0,5.0,0.0,2.0,16.5,137.5,0.20833333333333334,48.0,80.0,1.0,8.0,10.0,80.0,48.0,52.31666666666666,-2.495833333333333,49.82083333333333
D Wiese,18,148.0,101.0,12.0,7.0,5.0,29.6,146.53465346534654,0.18811881188118812,297.0,447.0,17.0,49.3,9.030303030303031,26.294117647058822,17.470588235294116,60.86277227722772,5.802356902356903,66.66512917958462
D du Preez,2,10.0,13.0,0.0,0.0,1.0,10.0,76.92307692307692,0.0,43.0,56.0,4.0,7.1,7.813953488372093,14.0,10.75,27.176923076923078,-0.32558139534883684,26.85134168157424
DA Miller,133,3077.0,2221.0,220.0,138.0,86.0,35.77906976744186,138.5411976587123,0.16118865375956776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.79776027978179,0.2,63.997760279781794
DA Warner,184,6567.0,4702.0,663.0,236.0,164.0,40.042682926829265,139.66397277754146,0.19119523606975755,1.0,2.0,0.0,0.1,12.0,2.0,1.0,63.74016972538929,-3.3999999999999995,60.340169725389295
DAJ Bracewell,1,12.0,9.0,1.0,0.0,0.0,12.0,133.33333333333334,0.1111111111111111,24.0,32.0,3.0,4.0,8.0,10.666666666666666,8.0,47.12222222222222,-0.8749999999999999,46.24722222222222
DB Das,22,304.0,261.0,23.0,16.0,14.0,21.714285714285715,116.47509578544062,0.14942528735632185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.4167487684729,0.2,47.6167487684729
DB Ravi Teja,25,375.0,317.0,35.0,9.0,19.0,19.736842105263158,118.29652996845427,0.138801261829653,18.0,28.0,1.0,3.0,9.333333333333334,28.0,18.0,46.759721069234594,-2.288888888888889,44.4708321803457
DE Bollinger,27,21.0,23.0,1.0,1.0,1.0,21.0,91.30434782608695,0.08695652173913043,578.0,716.0,43.0,96.2,7.432525951557094,16.651162790697676,13.44186046511628,40.130434782608695,19.285121107266434,59.41555588987513
DG Nalkande,6,12.0,12.0,0.0,1.0,2.0,6.0,100.0,0.08333333333333333,85.0,150.0,6.0,14.1,10.588235294117647,25.0,14.166666666666666,34.46666666666666,-0.1623529411764704,34.30431372549019
DH Yagnik,17,170.0,137.0,23.0,2.0,10.0,17.0,124.08759124087591,0.18248175182481752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.37591240875912,0.2,48.57591240875912
DJ Bravo,160,1560.0,1204.0,120.0,66.0,69.0,22.608695652173914,129.56810631229237,0.15448504983388706,3129.0,4436.0,207.0,521.3,8.506232023010547,21.429951690821255,15.115942028985508,60.103611151235015,100.9613614573346,161.06497260856963
DJ Harris,4,111.0,101.0,11.0,5.0,4.0,27.75,109.9009900990099,0.15841584158415842,18.0,26.0,0.0,3.0,8.666666666666666,26.0,18.0,47.23861386138614,-2.5888888888888886,44.64972497249725
DJ Hooda,107,1497.0,1173.0,98.0,62.0,85.0,17.611764705882354,127.62148337595907,0.13640238704177324,379.0,550.0,10.0,63.1,8.70712401055409,55.0,37.9,50.259198635976134,2.3931398416886545,52.652338477664784
DJ Hussey,61,1322.0,1075.0,90.0,60.0,49.0,26.979591836734695,122.97674418604652,0.13953488372093023,317.0,485.0,10.0,52.5,9.17981072555205,48.5,31.7,51.67555766492644,2.2523659305993693,53.927923595525805
DJ Jacobs,7,92.0,98.0,10.0,4.0,7.0,13.142857142857142,93.87755102040816,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.27755102040816,0.2,36.477551020408164
DJ Malan,1,26.0,26.0,1.0,1.0,1.0,26.0,100.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.93846153846154,0.2,42.13846153846154
DJ Mitchell,15,351.0,267.0,28.0,10.0,13.0,27.0,131.46067415730337,0.14232209737827714,48.0,97.0,1.0,8.0,12.125,97.0,48.0,53.28464419475656,-3.133333333333333,50.15131086142323
DJ Muthuswami,6,1.0,3.0,0.0,0.0,1.0,1.0,33.333333333333336,0.0,84.0,108.0,4.0,14.0,7.714285714285714,27.0,21.0,10.9,-0.3047619047619045,10.595238095238097
DJ Thornely,5,39.0,53.0,2.0,2.0,3.0,13.0,73.58490566037736,0.07547169811320754,42.0,40.0,3.0,7.0,5.714285714285714,13.333333333333334,14.0,28.984905660377358,-0.1999999999999999,28.78490566037736
DJ Willey,11,53.0,62.0,7.0,0.0,2.0,26.5,85.48387096774194,0.11290322580645161,216.0,277.0,7.0,36.0,7.694444444444445,39.57142857142857,30.857142857142858,39.403225806451616,1.1981481481481484,40.601373954599765
DJG Sammy,22,295.0,241.0,15.0,18.0,15.0,19.666666666666668,122.40663900414938,0.13692946058091288,238.0,354.0,14.0,39.4,8.92436974789916,25.285714285714285,17.0,48.027247579529735,4.334453781512606,52.36170136104234
DJM Short,7,115.0,99.0,11.0,5.0,7.0,16.428571428571427,116.16161616161617,0.16161616161616163,18.0,23.0,1.0,3.0,7.666666666666667,23.0,18.0,44.65223665223665,-1.7888888888888888,42.86334776334776
DL Chahar,95,117.0,84.0,5.0,8.0,8.0,14.625,139.28571428571428,0.15476190476190477,1922.0,2621.0,91.0,320.2,8.18210197710718,28.802197802197803,21.12087912087912,59.430952380952384,43.05483870967742,102.4857910906298
DL Vettori,34,121.0,113.0,11.0,2.0,8.0,15.125,107.07964601769912,0.11504424778761062,777.0,894.0,34.0,129.3,6.903474903474904,26.294117647058822,22.852941176470587,43.07477876106194,14.937709137709138,58.012487898771084
DM Bravo,1,6.0,5.0,1.0,0.0,0.0,6.0,120.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5,0.2,42.7
DNT Zoysa,3,11.0,9.0,1.0,0.0,1.0,11.0,122.22222222222223,0.1111111111111111,68.0,100.0,2.0,11.2,8.823529411764705,50.0,34.0,43.48888888888889,-1.6411764705882348,41.84771241830065
DP Conway,28,1080.0,773.0,117.0,34.0,25.0,43.2,139.71539456662356,0.19534282018111254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.401474773609316,0.2,63.60147477360932
DP Nannes,29,4.0,13.0,0.0,0.0,1.0,4.0,30.76923076923077,0.0,650.0,815.0,38.0,108.2,7.523076923076923,21.44736842105263,17.105263157894736,13.63076923076923,16.75476923076923,30.38553846153846
DP Vijaykumar,9,1.0,1.0,0.0,0.0,0.0,1.0,100.0,0.0,154.0,205.0,4.0,25.4,7.987012987012987,51.25,38.5,31.299999999999997,-0.3909090909090909,30.909090909090907
DPMD Jayawardene,78,1808.0,1464.0,200.0,40.0,64.0,28.25,123.49726775956285,0.16393442622950818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.027868852459015,0.2,53.22786885245902
DR Martyn,1,19.0,24.0,1.0,0.0,1.0,19.0,79.16666666666667,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.18333333333334,0.2,32.38333333333334
DR Sams,16,44.0,44.0,1.0,3.0,9.0,4.888888888888889,100.0,0.09090909090909091,362.0,528.0,15.0,60.2,8.751381215469612,35.2,24.133333333333333,34.47373737373738,4.882872928176796,39.35661030191417
DR Shorey,2,13.0,17.0,0.0,1.0,2.0,6.5,76.47058823529412,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.71764705882353,0.2,26.91764705882353
DR Smith,91,2385.0,1764.0,245.0,117.0,84.0,28.392857142857142,135.20408163265307,0.20521541950113378,543.0,825.0,27.0,90.3,9.116022099447514,30.555555555555557,20.11111111111111,56.722675736961456,10.775138121546961,67.49781385850842
DS Kulkarni,92,104.0,108.0,7.0,2.0,9.0,11.555555555555555,96.29629629629629,0.08333333333333333,1794.0,2513.0,91.0,299.0,8.404682274247492,27.615384615384617,19.714285714285715,43.477777777777774,42.98874024526199,86.46651802303975
DS Lehmann,2,18.0,18.0,3.0,0.0,2.0,9.0,100.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.93333333333334,0.2,37.13333333333334
DS Rathi,13,1.0,3.0,0.0,0.0,1.0,1.0,33.333333333333336,0.0,314.0,435.0,14.0,52.2,8.312101910828025,31.071428571428573,22.428571428571427,11.600000000000001,4.515286624203822,16.115286624203822
DT Christian,49,460.0,398.0,23.0,19.0,31.0,14.838709677419354,115.57788944723617,0.10552763819095477,886.0,1218.0,40.0,147.4,8.248306997742665,30.45,22.15,44.519403468957684,17.534537246049663,62.05394071500734
DT Patil,2,13.0,13.0,1.0,0.0,2.0,6.5,100.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.13846153846154,0.2,34.338461538461544
DW Steyn,95,167.0,160.0,14.0,3.0,22.0,7.590909090909091,104.375,0.10625,2189.0,2583.0,105.0,364.5,7.079945180447694,24.6,20.847619047619048,43.77386363636364,50.38560986751942,94.15947350388306
Dhruv Jurel,35,680.0,442.0,51.0,38.0,24.0,28.333333333333332,153.84615384615384,0.20135746606334842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.61432880844646,0.2,62.81432880844646
E Lewis,26,654.0,477.0,62.0,36.0,24.0,27.25,137.1069182389937,0.20545073375262055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.34109014675052,0.2,56.54109014675052
E Malinga,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,244.0,14.0,26.4,9.15,17.428571428571427,11.428571428571429,0.7000000000000001,4.2725,4.9725
EJG Morgan,74,1406.0,1148.0,112.0,64.0,61.0,23.049180327868854,122.47386759581882,0.15331010452961671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.328034500485515,0.2,50.52803450048552
ER Dwivedi,2,24.0,14.0,2.0,2.0,2.0,12.0,171.42857142857142,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.94285714285714,0.2,62.142857142857146
F Behardien,3,14.0,13.0,2.0,0.0,2.0,7.0,107.6923076923077,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.284615384615385,0.2,38.48461538461539
F du Plessis,147,4773.0,3515.0,440.0,174.0,136.0,35.095588235294116,135.78947368421052,0.17467994310099574,6.0,16.0,0.0,1.0,16.0,16.0,6.0,59.36867626140072,-4.766666666666667,54.60200959473406
FA Allen,5,14.0,19.0,1.0,0.0,2.0,7.0,73.6842105263158,0.05263157894736842,90.0,136.0,2.0,15.0,9.066666666666666,68.0,45.0,26.257894736842108,-1.7155555555555553,24.542339181286554
FH Edwards,6,4.0,5.0,0.0,0.0,1.0,4.0,80.0,0.0,141.0,160.0,6.0,23.3,6.808510638297872,26.666666666666668,23.5,26.1,0.9659574468085108,27.06595744680851
FY Fazal,12,183.0,173.0,22.0,1.0,10.0,18.3,105.78034682080924,0.1329479768786127,12.0,20.0,1.0,2.0,10.0,20.0,12.0,41.91306358381503,-2.4833333333333334,39.4297302504817
Fazalhaq Farooqi,12,5.0,15.0,0.0,0.0,0.0,5.0,33.333333333333336,0.0,254.0,440.0,6.0,42.2,10.393700787401574,73.33333333333333,42.333333333333336,13.2,-0.11338582677165333,13.086614173228346
G Coetzee,14,31.0,33.0,2.0,2.0,6.0,5.166666666666667,93.93939393939394,0.12121212121212122,274.0,490.0,15.0,45.4,10.72992700729927,32.666666666666664,18.266666666666666,33.47272727272727,4.291970802919708,37.764698075646976
G Gambhir,151,4217.0,3404.0,492.0,59.0,135.0,31.237037037037037,123.88366627497062,0.1618683901292597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.4972824998912,0.2,54.6972824998912
GB Hogg,21,22.0,22.0,1.0,0.0,3.0,7.333333333333333,100.0,0.045454545454545456,459.0,585.0,25.0,76.3,7.647058823529412,23.4,18.36,35.64242424242424,10.21677559912854,45.85919984155278
GC Smith,29,739.0,668.0,94.0,9.0,26.0,28.423076923076923,110.62874251497006,0.15419161676646706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.94168585905112,0.2,48.14168585905112
GC Viljoen,6,3.0,7.0,0.0,0.0,2.0,1.5,42.857142857142854,0.0,138.0,229.0,8.0,23.0,9.956521739130435,28.625,17.25,13.857142857142856,1.02463768115942,14.881780538302277
GD McGrath,14,4.0,5.0,1.0,0.0,1.0,4.0,80.0,0.2,325.0,366.0,14.0,54.1,6.756923076923077,26.142857142857142,23.214285714285715,30.900000000000002,4.981538461538462,35.88153846153846
GD Phillips,8,65.0,55.0,3.0,6.0,7.0,9.285714285714286,118.18181818181819,0.16363636363636364,30.0,40.0,2.0,5.0,8.0,20.0,15.0,42.54155844155844,-1.3866666666666665,41.15489177489178
GH Vihari,23,284.0,321.0,23.0,1.0,20.0,14.2,88.47352024922118,0.07476635514018691,42.0,48.0,1.0,7.0,6.857142857142857,48.0,42.0,34.01738317757009,-1.5523809523809522,32.46500222518914
GHS Garton,5,2.0,4.0,0.0,0.0,1.0,2.0,50.0,0.0,92.0,136.0,3.0,15.2,8.869565217391305,45.333333333333336,30.666666666666668,16.2,-1.1543478260869566,15.045652173913043
GJ Bailey,36,663.0,544.0,59.0,19.0,27.0,24.555555555555557,121.875,0.14338235294117646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.15236928104575,0.2,50.35236928104575
GJ Maxwell,140,2820.0,1818.0,238.0,161.0,118.0,23.89830508474576,155.11551155115512,0.21947194719471946,1022.0,1422.0,45.0,170.2,8.348336594911936,31.6,22.711111111111112,62.683414443139235,20.00430528375734,82.68771972689657
GR Napier,1,15.0,16.0,1.0,0.0,1.0,15.0,93.75,0.0625,24.0,28.0,1.0,4.0,7.0,28.0,24.0,35.375,-1.5916666666666668,33.78333333333333
GS Sandhu,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,86.0,1.0,8.0,10.75,86.0,48.0,0.2,-2.720833333333333,-2.520833333333333
Gagandeep Singh,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,142.0,3.0,14.0,10.142857142857142,47.333333333333336,28.0,0.4,-1.5357142857142856,-1.1357142857142857
Gulbadin Naib,2,19.0,15.0,1.0,1.0,1.0,19.0,126.66666666666667,0.13333333333333333,6.0,12.0,0.0,1.0,12.0,12.0,6.0,48.36666666666667,-3.5666666666666664,44.8
Gurkeerat Singh,32,511.0,422.0,55.0,11.0,24.0,21.291666666666668,121.09004739336493,0.15639810426540285,78.0,97.0,5.0,13.0,7.461538461538462,19.4,15.6,48.77164296998419,0.27435897435897433,49.04600194434317
Gurnoor Brar,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,42.0,0.0,3.2,12.6,42.0,20.0,0.1,-3.77,-3.67
H Das,1,2.0,5.0,0.0,0.0,1.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.2,13.0
H Klaasen,45,1480.0,872.0,98.0,89.0,37.0,40.0,169.72477064220183,0.21444954128440366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.00642201834863,0.2,72.20642201834863
H Sharma,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,62.0,0.0,5.0,12.4,62.0,30.0,0.2,-3.713333333333333,-3.5133333333333328
HC Brook,11,190.0,154.0,23.0,4.0,9.0,21.11111111111111,123.37662337662337,0.17532467532467533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.16392496392496,0.2,49.363924963924966
HE van der Dussen,3,22.0,24.0,2.0,0.0,2.0,11.0,91.66666666666667,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.666666666666664,0.2,33.86666666666667
HF Gurney,8,1.0,5.0,0.0,0.0,0.0,1.0,20.0,0.0,163.0,239.0,7.0,27.1,8.797546012269938,34.142857142857146,23.285714285714285,7.2,0.8693251533742332,8.069325153374233
HH Gibbs,36,886.0,807.0,83.0,31.0,32.0,27.6875,109.78934324659232,0.1412639405204461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.237081784386625,0.2,47.43708178438663
HH Pandya,149,2758.0,1876.0,207.0,150.0,98.0,28.142857142857142,147.01492537313433,0.19029850746268656,1636.0,2541.0,84.0,272.4,9.319070904645477,30.25,19.476190476190474,64.26759061833688,39.21454767726161,103.4821382955985
HM Amla,16,577.0,407.0,60.0,21.0,13.0,44.38461538461539,141.76904176904176,0.19901719901719903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.56490266490266,0.2,64.76490266490266
HR Shokeen,13,66.0,65.0,9.0,0.0,3.0,22.0,101.53846153846153,0.13846153846153847,206.0,320.0,5.0,34.2,9.320388349514563,64.0,41.2,43.03076923076923,-0.29126213592232975,42.7395070948469
HV Patel,117,270.0,229.0,16.0,15.0,28.0,9.642857142857142,117.90393013100437,0.13537117903930132,2445.0,3649.0,168.0,407.3,8.954601226993866,21.720238095238095,14.553571428571429,50.83574547723019,81.32736196319019,132.1631074404204
Harbhajan Singh,163,833.0,604.0,79.0,42.0,54.0,15.425925925925926,137.91390728476821,0.20033112582781457,3420.0,4101.0,161.0,570.0,7.1947368421052635,25.472049689440993,21.242236024844722,62.45116507235712,78.35099415204678,140.8021592244039
Harmeet Singh,27,18.0,12.0,3.0,0.0,3.0,6.0,150.0,0.25,529.0,713.0,30.0,88.1,8.08695652173913,23.766666666666666,17.633333333333333,54.8,12.585255198487712,67.38525519848771
Harmeet Singh (2),1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,34.0,1.0,4.0,8.5,34.0,24.0,0.1,-2.0416666666666665,-1.9416666666666664
Harpreet Brar,46,244.0,203.0,19.0,10.0,12.0,20.333333333333332,120.19704433497537,0.14285714285714285,812.0,1097.0,35.0,135.2,8.10591133004926,31.34285714285714,23.2,50.4495894909688,15.076847290640394,65.52643678160919
Harpreet Singh,8,123.0,119.0,10.0,3.0,7.0,17.571428571428573,103.36134453781513,0.1092436974789916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.3218487394958,0.2,40.5218487394958
Harsh Dubey,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,98.0,5.0,10.0,9.8,19.6,12.0,0.30000000000000004,-0.4233333333333333,-0.12333333333333324
Harshit Rana,32,59.0,56.0,5.0,3.0,6.0,9.833333333333334,105.35714285714286,0.14285714285714285,653.0,1047.0,42.0,108.5,9.620214395099541,24.928571428571427,15.547619047619047,40.99761904761905,18.126799387442574,59.12441843506162
I Malhotra,1,7.0,4.0,1.0,0.0,0.0,7.0,175.0,0.25,6.0,23.0,0.0,1.0,23.0,23.0,6.0,60.4,-6.866666666666666,53.53333333333333
I Sharma,117,57.0,69.0,4.0,2.0,6.0,9.5,82.6086956521739,0.08695652173913043,2442.0,3465.0,100.0,407.0,8.513513513513514,34.65,24.42,41.42173913043479,47.45413595413595,88.87587508457074
I Udana,10,15.0,11.0,1.0,1.0,3.0,5.0,136.36363636363637,0.18181818181818182,174.0,286.0,8.0,29.0,9.862068965517242,35.75,21.75,47.24545454545455,1.0505747126436782,48.29602925809823
IC Pandey,24,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,464.0,609.0,19.0,77.2,7.875000000000001,32.05263157894737,24.42105263157895,2.3000000000000003,7.145689655172413,9.445689655172414
IC Porel,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,42.0,1.0,4.0,10.5,42.0,24.0,0.1,-2.6416666666666666,-2.5416666666666665
IK Pathan,102,1150.0,950.0,88.0,38.0,53.0,21.69811320754717,121.05263157894737,0.13263157894736843,2044.0,2711.0,99.0,340.4,7.957925636007827,27.383838383838384,20.646464646464647,52.54766633565045,47.12230919765167,99.66997553330211
IR Jaggi,7,76.0,97.0,6.0,0.0,5.0,15.2,78.35051546391753,0.061855670103092786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.022268041237112,0.2,31.22226804123711
IS Sodhi,8,7.0,17.0,0.0,0.0,2.0,3.5,41.1764705882353,0.0,181.0,204.0,9.0,30.1,6.762430939226519,22.666666666666668,20.11111111111111,14.352941176470589,2.48121546961326,16.834156646083848
Imran Tahir,59,33.0,37.0,5.0,0.0,4.0,8.25,89.1891891891892,0.13513513513513514,1317.0,1729.0,86.0,219.3,7.876993166287016,20.1046511627907,15.313953488372093,38.259459459459464,40.64996203492787,78.90942149438733
Iqbal Abdulla,48,88.0,84.0,9.0,1.0,2.0,44.0,104.76190476190476,0.11904761904761904,920.0,1125.0,45.0,153.2,7.33695652173913,25.0,20.444444444444443,56.009523809523806,20.308695652173913,76.31821946169772
Ishan Kishan,112,2998.0,2178.0,288.0,134.0,103.0,29.106796116504853,137.64921946740128,0.19375573921028466,1.0,4.0,0.0,0.1,24.0,4.0,1.0,57.712599071028016,-6.999999999999999,50.712599071028016
J Arunkumar,3,23.0,23.0,5.0,0.0,3.0,7.666666666666667,100.0,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.41449275362319,0.2,37.614492753623196
J Botha,34,409.0,359.0,39.0,5.0,20.0,20.45,113.9275766016713,0.12256267409470752,694.0,818.0,27.0,115.4,7.072046109510087,30.296296296296298,25.703703703703702,46.20952646239554,11.386167146974064,57.595693609369604
J Fraser-McGurk,15,385.0,193.0,39.0,30.0,15.0,25.666666666666668,199.4818652849741,0.35751295336787564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.26148531951641,0.2,77.46148531951641
J Little,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,341.0,13.0,38.0,8.973684210526315,26.23076923076923,17.53846153846154,1.1,3.8192982456140356,4.919298245614035
J Overton,3,15.0,7.0,1.0,1.0,0.0,15.0,214.28571428571428,0.2857142857142857,36.0,84.0,0.0,6.0,14.0,84.0,36.0,76.29999999999998,-4.194444444444445,72.10555555555554
